Match_ID,Season,Date,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Team1_Score,Team2_Score,Highest_Scorer,Highest_Runs,Best_Bowler,Wickets,Player_of_Match,Fours,Sixes,Extras,Weather
343,2025,3/10/2019,Arun Jaitley,RCB,CSK,RCB,Bat,RCB,165,143,MS Dhoni,82,Chahal,1,Jasprit Bumrah,11,54,14,Clear
344,2018,3/11/2019,Eden Gardens,LSG,RCB,LSG,Field,RCB,142,184,KL Rahul,78,Bumrah,5,KL Rahul,21,101,21,Cloudy
345,2019,3/12/2019,Narendra Modi,PBKS,GT,PBKS,Bat,PBKS,201,160,Virat Kohli,116,Rabada,6,Virat Kohli,19,51,16,Sunny
346,2020,3/13/2019,Chinnaswamy,PBKS,GT,PBKS,Bat,GT,140,160,MS Dhoni,42,Siraj,5,Jasprit Bumrah,21,45,21,Sunny
347,2021,3/14/2019,Eden Gardens,RR,GT,RR,Field,RR,140,126,Jos Buttler,49,Shami,2,Jos Buttler,18,120,14,Sunny
348,2022,3/15/2019,Arun Jaitley,RR,LSG,LSG,Field,RR,233,126,Yuzvendra Chahal,53,Rabada,5,Yuzvendra Chahal,25,80,22,Cloudy
349,2023,3/16/2019,Chinnaswamy,DC,MI,MI,Bat,DC,145,100,Rashid Khan,79,Chahal,3,Rashid Khan,13,75,11,Clear
350,2024,3/17/2019,Chinnaswamy,GT,SRH,SRH,Bat,SRH,151,208,Suryakumar Yadav,55,Arshdeep,2,Shubman Gill,8,85,22,Cloudy
351,2025,3/18/2019,Narendra Modi,CSK,SRH,SRH,Bat,SRH,172,183,Shubman Gill,83,Bumrah,5,Shubman Gill,14,111,13,Clear
352,2018,3/19/2019,Chepauk,MI,LSG,MI,Bat,MI,234,226,Rohit Sharma,55,Rabada,6,Rohit Sharma,17,80,16,Clear
353,2019,3/20/2019,Narendra Modi,SRH,LSG,LSG,Field,SRH,208,194,Jos Buttler,78,Shami,5,Suryakumar Yadav,22,95,8,Cloudy
354,2020,3/21/2019,Wankhede,DC,PBKS,DC,Bat,DC,190,170,Jasprit Bumrah,102,Bumrah,4,Jasprit Bumrah,25,66,21,Cloudy
355,2021,3/22/2019,Chinnaswamy,CSK,GT,CSK,Field,GT,164,221,Yuzvendra Chahal,81,Siraj,4,Yuzvendra Chahal,24,54,8,Cloudy
356,2022,3/23/2019,Wankhede,PBKS,SRH,SRH,Field,PBKS,237,106,Jos Buttler,103,Rabada,2,Jos Buttler,21,95,18,Sunny
357,2023,3/24/2019,Narendra Modi,RCB,PBKS,PBKS,Field,RCB,151,128,Jos Buttler,112,Arshdeep,6,Jos Buttler,23,73,16,Cloudy
358,2024,3/25/2019,Arun Jaitley,RCB,GT,RCB,Bat,GT,139,217,KL Rahul,87,Arshdeep,5,KL Rahul,19,40,13,Clear
359,2025,3/26/2019,Wankhede,PBKS,GT,GT,Bat,PBKS,235,133,MS Dhoni,118,Chahal,4,MS Dhoni,13,118,16,Cloudy
360,2018,3/27/2019,Chinnaswamy,PBKS,RCB,RCB,Field,RCB,128,166,Suryakumar Yadav,65,Arshdeep,3,Suryakumar Yadav,11,49,21,Clear
361,2019,3/28/2019,Chepauk,GT,RCB,RCB,Field,GT,218,201,Shubman Gill,50,Bumrah,4,Shubman Gill,14,66,20,Cloudy
362,2020,3/29/2019,Eden Gardens,RR,PBKS,RR,Bat,RR,190,136,Shubman Gill,52,Bumrah,6,Rohit Sharma,21,109,12,Clear
363,2021,3/30/2019,Chepauk,CSK,LSG,LSG,Field,CSK,167,152,MS Dhoni,96,Shami,2,MS Dhoni,13,88,12,Clear
364,2022,3/31/2019,Narendra Modi,MI,RCB,MI,Field,MI,227,148,MS Dhoni,78,Chahal,5,Suryakumar Yadav,12,63,21,Cloudy
365,2023,4/1/2019,Wankhede,LSG,DC,DC,Field,LSG,179,159,KL Rahul,109,Arshdeep,5,KL Rahul,17,50,21,Sunny
366,2024,4/2/2019,Chinnaswamy,DC,MI,MI,Bat,DC,204,133,Shubman Gill,73,Siraj,1,Shubman Gill,12,93,9,Cloudy
367,2025,4/3/2019,Chinnaswamy,RCB,GT,GT,Bat,RCB,190,111,Rashid Khan,71,Shami,4,Rashid Khan,16,48,15,Sunny
368,2018,4/4/2019,Chinnaswamy,PBKS,RCB,RCB,Field,RCB,176,187,Rashid Khan,83,Siraj,1,Rashid Khan,13,96,8,Clear
369,2019,4/5/2019,Chinnaswamy,KKR,CSK,CSK,Bat,CSK,180,203,Rohit Sharma,122,Chahal,2,Shubman Gill,23,118,22,Clear
370,2020,4/6/2019,Eden Gardens,CSK,DC,DC,Bat,CSK,161,157,Shubman Gill,112,Bumrah,3,Shubman Gill,15,86,15,Clear
371,2021,4/7/2019,Wankhede,DC,RCB,RCB,Bat,RCB,144,161,Rashid Khan,101,Narine,4,Rashid Khan,21,90,11,Clear
372,2022,4/8/2019,Narendra Modi,RCB,GT,GT,Field,RCB,208,205,Yuzvendra Chahal,61,Bumrah,6,MS Dhoni,18,91,13,Clear
373,2023,4/9/2019,Arun Jaitley,CSK,RR,CSK,Field,RR,170,213,Suryakumar Yadav,124,Rabada,5,Rashid Khan,18,71,11,Clear
374,2024,4/10/2019,Eden Gardens,CSK,RR,CSK,Field,RR,214,219,Jasprit Bumrah,80,Rashid Khan,5,Yuzvendra Chahal,13,90,11,Cloudy
375,2025,4/11/2019,Arun Jaitley,CSK,RR,RR,Field,RR,211,217,Yuzvendra Chahal,103,Rabada,5,Rashid Khan,8,78,10,Clear
376,2018,4/12/2019,Arun Jaitley,SRH,GT,GT,Bat,SRH,207,106,Rashid Khan,96,Shami,1,Rashid Khan,24,93,12,Cloudy
377,2019,4/13/2019,Arun Jaitley,LSG,RR,RR,Bat,RR,132,205,Rashid Khan,112,Arshdeep,5,Rashid Khan,21,116,19,Sunny
378,2020,4/14/2019,Chepauk,RCB,DC,DC,Bat,RCB,230,147,Jos Buttler,73,Bumrah,5,Suryakumar Yadav,20,113,16,Sunny
379,2021,4/15/2019,Eden Gardens,KKR,CSK,CSK,Bat,KKR,189,180,Virat Kohli,87,Rashid Khan,5,Yuzvendra Chahal,13,114,8,Sunny
380,2022,4/16/2019,Narendra Modi,SRH,LSG,LSG,Field,LSG,130,143,MS Dhoni,48,Arshdeep,3,MS Dhoni,8,84,13,Sunny
381,2023,4/17/2019,Arun Jaitley,SRH,LSG,LSG,Bat,SRH,215,197,MS Dhoni,101,Bumrah,4,MS Dhoni,16,75,9,Clear
382,2024,4/18/2019,Narendra Modi,GT,SRH,SRH,Field,GT,204,166,MS Dhoni,124,Chahal,2,MS Dhoni,12,83,8,Clear
383,2025,4/19/2019,Wankhede,PBKS,KKR,PBKS,Bat,PBKS,231,221,Shubman Gill,126,Siraj,1,MS Dhoni,19,117,13,Cloudy
384,2018,4/20/2019,Arun Jaitley,KKR,LSG,KKR,Field,LSG,154,185,Shubman Gill,111,Rabada,6,Shubman Gill,11,112,20,Clear
385,2019,4/21/2019,Chinnaswamy,RCB,RR,RCB,Field,RCB,148,107,Rashid Khan,46,Bumrah,4,Rashid Khan,25,85,19,Sunny
386,2020,4/22/2019,Narendra Modi,MI,RR,RR,Bat,MI,130,119,Rashid Khan,61,Chahal,4,Rashid Khan,17,67,15,Cloudy
387,2021,4/23/2019,Narendra Modi,CSK,SRH,SRH,Field,CSK,201,158,Rashid Khan,81,Arshdeep,1,Rashid Khan,15,90,14,Cloudy
388,2022,4/24/2019,Eden Gardens,LSG,MI,LSG,Field,MI,211,225,Suryakumar Yadav,104,Chahal,5,Yuzvendra Chahal,20,86,22,Cloudy
389,2023,4/25/2019,Eden Gardens,DC,GT,DC,Field,GT,131,177,MS Dhoni,40,Rabada,1,MS Dhoni,20,83,16,Sunny
390,2024,4/26/2019,Chepauk,SRH,KKR,SRH,Bat,KKR,143,194,KL Rahul,72,Rabada,4,KL Rahul,24,98,22,Clear
391,2025,4/27/2019,Narendra Modi,GT,SRH,SRH,Bat,SRH,151,159,Yuzvendra Chahal,129,Siraj,2,MS Dhoni,14,56,15,Cloudy
392,2018,4/28/2019,Chinnaswamy,DC,KKR,DC,Field,KKR,223,225,Shubman Gill,114,Shami,4,Shubman Gill,12,86,12,Sunny
393,2019,4/29/2019,Arun Jaitley,MI,KKR,MI,Bat,KKR,149,210,MS Dhoni,114,Narine,6,MS Dhoni,16,69,20,Cloudy
394,2020,4/30/2019,Chinnaswamy,LSG,RCB,LSG,Field,LSG,158,136,Yuzvendra Chahal,96,Narine,4,Yuzvendra Chahal,13,66,16,Clear
395,2021,5/1/2019,Arun Jaitley,KKR,LSG,LSG,Field,LSG,203,212,Rohit Sharma,111,Shami,6,Rohit Sharma,24,99,22,Sunny
396,2022,5/2/2019,Eden Gardens,MI,CSK,MI,Field,CSK,164,205,Shubman Gill,95,Chahal,2,Shubman Gill,18,45,8,Cloudy
397,2023,5/3/2019,Wankhede,KKR,DC,DC,Bat,KKR,164,109,KL Rahul,66,Rashid Khan,1,KL Rahul,14,105,9,Sunny
398,2024,5/4/2019,Wankhede,SRH,RCB,SRH,Bat,SRH,218,189,Suryakumar Yadav,65,Narine,4,Suryakumar Yadav,21,116,17,Clear
399,2025,5/5/2019,Chepauk,GT,SRH,GT,Bat,GT,178,111,Yuzvendra Chahal,120,Narine,2,Yuzvendra Chahal,10,86,20,Sunny
400,2018,5/6/2019,Arun Jaitley,SRH,PBKS,PBKS,Bat,PBKS,165,193,Jos Buttler,75,Shami,2,Rashid Khan,14,120,20,Cloudy
401,2019,5/7/2019,Arun Jaitley,KKR,LSG,KKR,Field,KKR,222,169,Jasprit Bumrah,46,Rashid Khan,1,Jasprit Bumrah,12,97,16,Sunny
402,2020,5/8/2019,Chepauk,LSG,DC,DC,Bat,LSG,194,176,KL Rahul,59,Chahal,6,KL Rahul,24,75,15,Clear
403,2021,5/9/2019,Eden Gardens,CSK,KKR,KKR,Bat,CSK,151,120,Jos Buttler,92,Rabada,1,Suryakumar Yadav,13,85,9,Cloudy
404,2022,5/10/2019,Chinnaswamy,LSG,KKR,LSG,Field,KKR,165,183,Yuzvendra Chahal,42,Narine,3,Yuzvendra Chahal,8,68,15,Clear
405,2023,5/11/2019,Chepauk,GT,LSG,GT,Field,LSG,190,216,KL Rahul,51,Chahal,3,MS Dhoni,22,93,13,Cloudy
406,2024,5/12/2019,Wankhede,SRH,DC,SRH,Bat,SRH,201,172,Yuzvendra Chahal,77,Siraj,5,Yuzvendra Chahal,17,46,20,Clear
407,2025,5/13/2019,Chepauk,KKR,DC,DC,Bat,KKR,219,218,Suryakumar Yadav,81,Chahal,2,Suryakumar Yadav,14,70,16,Clear
408,2018,5/14/2019,Arun Jaitley,SRH,RR,SRH,Bat,SRH,231,138,Shubman Gill,38,Rabada,5,Shubman Gill,22,113,16,Sunny
409,2019,5/15/2019,Arun Jaitley,GT,RR,GT,Bat,GT,234,186,MS Dhoni,61,Siraj,3,MS Dhoni,14,78,19,Clear
410,2020,5/16/2019,Narendra Modi,KKR,LSG,LSG,Bat,LSG,161,163,Jos Buttler,113,Bumrah,4,Jos Buttler,22,67,18,Sunny
411,2021,5/17/2019,Chepauk,CSK,KKR,KKR,Bat,CSK,227,174,Shubman Gill,68,Bumrah,5,Shubman Gill,20,110,17,Sunny
412,2022,5/18/2019,Narendra Modi,PBKS,GT,GT,Field,PBKS,200,121,Jasprit Bumrah,47,Rashid Khan,6,Jasprit Bumrah,8,99,17,Sunny
413,2023,5/19/2019,Narendra Modi,PBKS,CSK,CSK,Field,PBKS,168,114,Suryakumar Yadav,124,Rashid Khan,3,Suryakumar Yadav,25,116,14,Clear
414,2024,5/20/2019,Wankhede,LSG,GT,GT,Field,LSG,125,125,Suryakumar Yadav,96,Siraj,4,Suryakumar Yadav,13,49,11,Sunny
415,2025,5/21/2019,Chepauk,RCB,RR,RCB,Field,RR,136,179,MS Dhoni,53,Arshdeep,5,MS Dhoni,13,47,13,Cloudy
416,2018,5/22/2019,Chepauk,LSG,DC,DC,Bat,LSG,217,172,Virat Kohli,123,Rashid Khan,6,Virat Kohli,18,95,8,Cloudy
417,2019,5/23/2019,Wankhede,SRH,KKR,SRH,Field,KKR,137,217,Rashid Khan,38,Rabada,3,Rashid Khan,17,42,10,Clear
418,2020,5/24/2019,Chinnaswamy,CSK,GT,CSK,Bat,GT,163,213,Yuzvendra Chahal,47,Rabada,6,Yuzvendra Chahal,12,96,18,Sunny
419,2021,5/25/2019,Chinnaswamy,GT,SRH,GT,Field,SRH,181,224,Jasprit Bumrah,104,Narine,5,Jasprit Bumrah,22,75,14,Cloudy
420,2022,5/26/2019,Chepauk,KKR,MI,MI,Field,MI,193,207,KL Rahul,39,Chahal,6,KL Rahul,16,57,12,Clear
421,2023,5/27/2019,Eden Gardens,PBKS,KKR,PBKS,Field,PBKS,191,146,Shubman Gill,121,Narine,2,Shubman Gill,19,93,14,Clear
422,2024,5/28/2019,Chinnaswamy,KKR,DC,DC,Bat,DC,121,170,KL Rahul,77,Chahal,5,KL Rahul,10,77,22,Clear
423,2025,5/29/2019,Arun Jaitley,MI,CSK,CSK,Field,MI,188,141,Jasprit Bumrah,101,Rabada,5,Jasprit Bumrah,18,44,21,Clear
424,2018,5/30/2019,Chepauk,KKR,SRH,KKR,Field,SRH,129,137,MS Dhoni,100,Narine,2,MS Dhoni,25,101,19,Cloudy
425,2019,5/31/2019,Chinnaswamy,SRH,RR,SRH,Field,RR,210,224,Yuzvendra Chahal,50,Shami,2,Yuzvendra Chahal,19,82,8,Sunny
426,2020,6/1/2019,Chinnaswamy,MI,RR,MI,Field,RR,138,216,Yuzvendra Chahal,72,Rashid Khan,2,Yuzvendra Chahal,8,77,15,Sunny
427,2021,6/2/2019,Narendra Modi,KKR,RCB,KKR,Bat,RCB,126,205,MS Dhoni,106,Bumrah,2,MS Dhoni,24,86,16,Cloudy
428,2022,6/3/2019,Eden Gardens,SRH,PBKS,PBKS,Bat,SRH,123,117,MS Dhoni,68,Rashid Khan,3,MS Dhoni,23,41,13,Clear
429,2023,6/4/2019,Narendra Modi,RR,MI,RR,Bat,RR,160,101,Suryakumar Yadav,102,Narine,4,Yuzvendra Chahal,19,68,14,Clear
430,2024,6/5/2019,Wankhede,LSG,RR,RR,Bat,RR,169,208,Rohit Sharma,80,Arshdeep,3,Rashid Khan,10,82,8,Clear
431,2025,6/6/2019,Chepauk,SRH,PBKS,SRH,Bat,SRH,189,103,KL Rahul,40,Narine,2,KL Rahul,22,85,19,Cloudy
432,2018,6/7/2019,Narendra Modi,LSG,MI,MI,Field,LSG,214,194,Jasprit Bumrah,104,Shami,4,Jasprit Bumrah,22,82,11,Sunny
433,2019,6/8/2019,Chepauk,GT,LSG,LSG,Field,LSG,130,131,Rashid Khan,76,Chahal,6,Rashid Khan,11,91,8,Clear
434,2020,6/9/2019,Arun Jaitley,PBKS,RR,PBKS,Field,PBKS,180,137,Jos Buttler,104,Arshdeep,1,Jos Buttler,19,111,18,Sunny
435,2021,6/10/2019,Wankhede,RR,DC,DC,Bat,RR,152,149,KL Rahul,45,Narine,4,KL Rahul,24,52,14,Clear
436,2022,6/11/2019,Wankhede,SRH,GT,SRH,Field,GT,125,146,Rohit Sharma,48,Arshdeep,3,Rohit Sharma,21,70,16,Sunny
437,2023,6/12/2019,Chepauk,PBKS,KKR,PBKS,Field,PBKS,230,103,Jasprit Bumrah,114,Chahal,4,Jasprit Bumrah,24,47,17,Clear
438,2024,6/13/2019,Eden Gardens,CSK,KKR,CSK,Bat,CSK,185,135,KL Rahul,66,Arshdeep,6,KL Rahul,21,58,22,Sunny
439,2025,6/14/2019,Chinnaswamy,CSK,MI,MI,Bat,MI,124,227,Rashid Khan,36,Narine,2,Suryakumar Yadav,20,86,15,Cloudy
440,2018,6/15/2019,Wankhede,MI,DC,MI,Bat,DC,208,226,Virat Kohli,46,Chahal,2,MS Dhoni,10,83,20,Clear
441,2019,6/16/2019,Eden Gardens,LSG,DC,LSG,Bat,LSG,234,160,Rohit Sharma,95,Chahal,4,Rohit Sharma,10,58,8,Sunny
442,2020,6/17/2019,Arun Jaitley,GT,DC,DC,Field,GT,207,207,KL Rahul,81,Chahal,1,KL Rahul,12,91,18,Clear
443,2021,6/18/2019,Chinnaswamy,DC,GT,DC,Bat,DC,221,122,Rohit Sharma,44,Rabada,4,KL Rahul,21,66,10,Sunny
444,2022,6/19/2019,Eden Gardens,MI,DC,MI,Field,MI,239,107,Yuzvendra Chahal,76,Narine,1,Yuzvendra Chahal,17,73,20,Cloudy
445,2023,6/20/2019,Wankhede,PBKS,CSK,PBKS,Bat,CSK,127,156,Rohit Sharma,109,Chahal,5,Rohit Sharma,23,95,12,Sunny
446,2024,6/21/2019,Wankhede,GT,CSK,CSK,Bat,CSK,134,157,Shubman Gill,120,Chahal,6,Shubman Gill,24,83,8,Cloudy
447,2025,6/22/2019,Chinnaswamy,RR,PBKS,PBKS,Bat,PBKS,151,230,Rohit Sharma,79,Narine,4,MS Dhoni,23,76,9,Sunny
448,2018,6/23/2019,Chinnaswamy,GT,DC,GT,Field,DC,210,227,KL Rahul,129,Chahal,5,KL Rahul,8,65,15,Clear
449,2019,6/24/2019,Wankhede,SRH,CSK,CSK,Bat,CSK,130,214,Rohit Sharma,101,Rashid Khan,1,Yuzvendra Chahal,24,91,9,Sunny
450,2020,6/25/2019,Narendra Modi,RCB,CSK,CSK,Bat,CSK,139,160,Yuzvendra Chahal,77,Siraj,4,Yuzvendra Chahal,14,120,20,Clear
451,2021,6/26/2019,Wankhede,GT,MI,GT,Bat,MI,226,227,Jos Buttler,53,Arshdeep,2,Jos Buttler,17,101,9,Cloudy
452,2022,6/27/2019,Arun Jaitley,GT,RCB,RCB,Bat,RCB,175,205,Virat Kohli,111,Shami,6,Rashid Khan,9,65,10,Sunny
453,2023,6/28/2019,Wankhede,RR,DC,RR,Bat,DC,156,230,Rashid Khan,120,Bumrah,6,Rashid Khan,14,41,10,Clear
454,2024,6/29/2019,Narendra Modi,LSG,DC,DC,Bat,LSG,175,147,Shubman Gill,113,Siraj,4,Shubman Gill,15,71,20,Clear
455,2025,6/30/2019,Eden Gardens,RR,GT,RR,Field,GT,198,229,Suryakumar Yadav,109,Shami,3,Suryakumar Yadav,18,64,17,Clear
456,2018,7/1/2019,Eden Gardens,LSG,PBKS,PBKS,Bat,LSG,189,142,Yuzvendra Chahal,67,Chahal,4,Yuzvendra Chahal,17,82,8,Cloudy
457,2019,7/2/2019,Eden Gardens,KKR,MI,KKR,Bat,MI,158,198,Yuzvendra Chahal,84,Narine,4,Yuzvendra Chahal,21,118,20,Clear
458,2020,7/3/2019,Chepauk,KKR,LSG,KKR,Bat,KKR,184,176,Jos Buttler,40,Rashid Khan,4,Jos Buttler,25,83,17,Cloudy
459,2021,7/4/2019,Wankhede,DC,KKR,KKR,Bat,KKR,152,168,Jasprit Bumrah,93,Bumrah,6,Jasprit Bumrah,12,107,15,Cloudy
460,2022,7/5/2019,Arun Jaitley,SRH,RR,RR,Bat,RR,180,202,Virat Kohli,111,Narine,4,MS Dhoni,21,111,13,Clear
461,2023,7/6/2019,Narendra Modi,KKR,RR,KKR,Field,KKR,239,164,Rashid Khan,94,Bumrah,1,Jasprit Bumrah,20,52,19,Sunny
462,2024,7/7/2019,Wankhede,SRH,MI,SRH,Bat,SRH,223,181,Jos Buttler,73,Narine,1,Yuzvendra Chahal,13,58,19,Sunny
463,2025,7/8/2019,Wankhede,LSG,SRH,LSG,Bat,LSG,177,106,MS Dhoni,95,Bumrah,2,Jos Buttler,16,61,14,Clear
464,2018,7/9/2019,Chepauk,LSG,RCB,LSG,Bat,LSG,161,118,KL Rahul,61,Narine,4,KL Rahul,21,106,16,Cloudy
465,2019,7/10/2019,Arun Jaitley,RR,GT,RR,Field,RR,194,114,Virat Kohli,82,Rabada,2,Virat Kohli,9,41,18,Clear
466,2020,7/11/2019,Chepauk,DC,RCB,DC,Bat,RCB,144,223,Rashid Khan,56,Chahal,4,Rashid Khan,17,73,21,Sunny
467,2021,7/12/2019,Chinnaswamy,MI,LSG,MI,Bat,MI,192,105,Jos Buttler,92,Narine,4,Jos Buttler,17,78,21,Sunny
468,2022,7/13/2019,Chinnaswamy,SRH,MI,MI,Bat,SRH,231,122,Yuzvendra Chahal,50,Chahal,3,Yuzvendra Chahal,21,44,18,Sunny
469,2023,7/14/2019,Eden Gardens,GT,RCB,GT,Field,GT,220,198,Suryakumar Yadav,93,Shami,3,Jos Buttler,8,50,19,Clear
470,2024,7/15/2019,Arun Jaitley,KKR,PBKS,PBKS,Field,KKR,169,126,MS Dhoni,63,Rashid Khan,6,MS Dhoni,19,45,10,Cloudy
471,2025,7/16/2019,Chinnaswamy,GT,CSK,GT,Bat,GT,191,181,MS Dhoni,103,Siraj,4,Jasprit Bumrah,20,107,10,Sunny
472,2018,7/17/2019,Chinnaswamy,CSK,RCB,RCB,Field,RCB,122,148,MS Dhoni,71,Bumrah,2,MS Dhoni,21,114,22,Sunny
473,2019,7/18/2019,Wankhede,RR,KKR,RR,Bat,KKR,132,215,Yuzvendra Chahal,119,Narine,1,Jos Buttler,22,86,18,Sunny
474,2020,7/19/2019,Chepauk,DC,PBKS,DC,Field,PBKS,121,190,Rashid Khan,32,Chahal,1,Yuzvendra Chahal,25,89,22,Clear
475,2021,7/20/2019,Chinnaswamy,SRH,RCB,SRH,Field,SRH,224,130,Shubman Gill,110,Rabada,2,KL Rahul,25,70,19,Clear
476,2022,7/21/2019,Eden Gardens,SRH,PBKS,PBKS,Field,SRH,157,141,Yuzvendra Chahal,113,Arshdeep,5,Yuzvendra Chahal,16,113,17,Cloudy
477,2023,7/22/2019,Narendra Modi,MI,CSK,MI,Field,MI,214,163,Shubman Gill,87,Shami,6,Rohit Sharma,9,82,16,Cloudy
478,2024,7/23/2019,Chepauk,CSK,GT,GT,Bat,CSK,126,117,KL Rahul,96,Chahal,6,KL Rahul,19,107,18,Clear
479,2025,7/24/2019,Narendra Modi,LSG,GT,LSG,Bat,GT,222,226,Jos Buttler,78,Rashid Khan,4,Jos Buttler,9,111,16,Sunny
480,2018,7/25/2019,Narendra Modi,KKR,MI,KKR,Field,KKR,169,111,Rashid Khan,40,Arshdeep,5,Jasprit Bumrah,19,97,8,Cloudy
481,2019,7/26/2019,Eden Gardens,KKR,SRH,KKR,Field,SRH,141,224,Suryakumar Yadav,93,Rabada,6,Suryakumar Yadav,14,51,16,Sunny
482,2020,7/27/2019,Narendra Modi,CSK,LSG,CSK,Field,CSK,191,183,Rohit Sharma,98,Rashid Khan,1,Virat Kohli,21,110,14,Clear
483,2021,7/28/2019,Chinnaswamy,DC,RR,RR,Field,DC,186,136,Rashid Khan,125,Shami,1,Yuzvendra Chahal,25,79,13,Cloudy
484,2022,7/29/2019,Arun Jaitley,KKR,PBKS,KKR,Bat,PBKS,176,224,Rohit Sharma,129,Narine,5,Rohit Sharma,14,55,12,Sunny
485,2023,7/30/2019,Eden Gardens,MI,SRH,SRH,Field,MI,149,148,Yuzvendra Chahal,123,Rabada,3,Yuzvendra Chahal,22,106,18,Cloudy
486,2024,7/31/2019,Eden Gardens,PBKS,CSK,CSK,Bat,CSK,205,227,Yuzvendra Chahal,48,Narine,2,Yuzvendra Chahal,13,64,13,Cloudy
487,2025,8/1/2019,Eden Gardens,SRH,DC,SRH,Bat,SRH,144,118,Jos Buttler,78,Siraj,2,Rohit Sharma,16,47,9,Clear
488,2018,8/2/2019,Eden Gardens,KKR,RR,RR,Bat,KKR,230,140,Rohit Sharma,111,Rashid Khan,6,Rohit Sharma,19,71,11,Sunny
489,2019,8/3/2019,Chepauk,PBKS,GT,PBKS,Bat,PBKS,205,117,Rohit Sharma,91,Rabada,2,MS Dhoni,17,111,15,Clear
490,2020,8/4/2019,Narendra Modi,PBKS,RCB,PBKS,Bat,PBKS,204,144,Jos Buttler,77,Arshdeep,2,Jos Buttler,15,92,12,Cloudy
491,2021,8/5/2019,Chepauk,KKR,MI,MI,Bat,MI,162,198,Rashid Khan,85,Siraj,5,Rashid Khan,23,120,21,Sunny
492,2022,8/6/2019,Chepauk,MI,CSK,CSK,Bat,MI,223,109,MS Dhoni,123,Bumrah,1,MS Dhoni,8,99,10,Sunny
493,2023,8/7/2019,Chinnaswamy,MI,CSK,MI,Bat,MI,206,120,Suryakumar Yadav,73,Shami,5,Suryakumar Yadav,16,114,22,Cloudy
494,2024,8/8/2019,Chepauk,LSG,SRH,SRH,Field,SRH,130,189,Jasprit Bumrah,43,Rabada,6,Suryakumar Yadav,24,55,15,Cloudy
495,2025,8/9/2019,Wankhede,RR,SRH,SRH,Field,RR,216,157,Virat Kohli,88,Arshdeep,2,Jasprit Bumrah,20,52,14,Clear
496,2018,8/10/2019,Chepauk,GT,RCB,GT,Field,GT,146,114,MS Dhoni,88,Siraj,5,MS Dhoni,13,87,10,Sunny
497,2019,8/11/2019,Eden Gardens,RR,RCB,RR,Field,RR,193,143,Jasprit Bumrah,55,Narine,5,Jasprit Bumrah,20,65,22,Sunny
498,2020,8/12/2019,Chepauk,SRH,RR,SRH,Bat,SRH,225,193,Jasprit Bumrah,82,Rabada,4,Jasprit Bumrah,23,54,19,Cloudy
499,2021,8/13/2019,Chepauk,CSK,MI,MI,Bat,MI,123,203,Yuzvendra Chahal,80,Shami,4,Yuzvendra Chahal,25,77,13,Clear
500,2022,8/14/2019,Arun Jaitley,KKR,RCB,KKR,Bat,KKR,240,128,Shubman Gill,80,Bumrah,2,Shubman Gill,8,46,16,Clear
501,2023,8/15/2019,Narendra Modi,KKR,DC,DC,Field,KKR,129,123,Shubman Gill,68,Rabada,6,Shubman Gill,23,83,11,Clear
502,2024,8/16/2019,Chinnaswamy,RR,RCB,RCB,Bat,RCB,127,203,MS Dhoni,113,Arshdeep,1,MS Dhoni,13,104,15,Cloudy
503,2025,8/17/2019,Eden Gardens,GT,MI,GT,Bat,GT,227,101,MS Dhoni,58,Siraj,4,MS Dhoni,20,67,18,Sunny
504,2018,8/18/2019,Chinnaswamy,GT,RCB,GT,Bat,RCB,167,188,Rashid Khan,48,Rabada,6,KL Rahul,23,65,14,Sunny
505,2019,8/19/2019,Arun Jaitley,KKR,RCB,RCB,Field,KKR,232,139,Virat Kohli,36,Bumrah,4,Virat Kohli,12,89,11,Sunny
506,2020,8/20/2019,Chepauk,PBKS,RR,PBKS,Bat,RR,139,190,Virat Kohli,109,Bumrah,5,Virat Kohli,23,54,12,Sunny
507,2021,8/21/2019,Wankhede,GT,CSK,GT,Field,CSK,129,137,Jasprit Bumrah,60,Arshdeep,5,Jasprit Bumrah,17,45,13,Cloudy
508,2022,8/22/2019,Arun Jaitley,RR,SRH,SRH,Bat,RR,224,143,Jasprit Bumrah,105,Narine,5,MS Dhoni,22,114,9,Cloudy
509,2023,8/23/2019,Narendra Modi,SRH,LSG,SRH,Bat,SRH,208,130,Jos Buttler,70,Shami,3,Jos Buttler,15,117,20,Sunny
510,2024,8/24/2019,Wankhede,DC,RCB,DC,Field,DC,183,158,Jos Buttler,38,Chahal,4,Jos Buttler,15,41,18,Clear
511,2025,8/25/2019,Arun Jaitley,PBKS,LSG,LSG,Bat,LSG,130,191,Virat Kohli,109,Siraj,1,Virat Kohli,24,51,11,Sunny
512,2018,8/26/2019,Eden Gardens,CSK,KKR,CSK,Field,CSK,182,144,MS Dhoni,37,Narine,6,MS Dhoni,15,111,13,Clear
513,2019,8/27/2019,Eden Gardens,MI,RR,RR,Bat,RR,130,181,Suryakumar Yadav,111,Siraj,5,Suryakumar Yadav,15,88,15,Clear
514,2020,8/28/2019,Arun Jaitley,GT,LSG,LSG,Field,GT,224,196,Yuzvendra Chahal,83,Bumrah,5,Yuzvendra Chahal,19,46,19,Sunny
